id,tag
1915,modularity
1923,estimation
1923,efficiency
1923,asymptotics
1927,multivariable
1927,median
1935,nonparametric
1935,bootstrap
1942,conferences
1942,psychometrics
1942,psychology
1944,terminology
1944,normalization
1955,time series
1955,markov process
1955,goodness of fit
1961,r
1961,correlation
1961,association measure
1961,ordinal
1963,modeling
1963,meta analysis
1964,pdf
1964,smoothing
1964,kernel smoothing
1966,probability
1966,estimation
1966,nonparametric
1970,open source
1972,confidence interval
1980,r
1980,references
1980,reproducible research
1980,latex
1980,sweave
1995,multilevel analysis
1998,non independent
2002,r
2002,regression
2007,data mining
2008,journals
2010,probability
2010,conditional probability
2010,conditional expectation
2022,bayesian
2022,correlation
2022,meta analysis
2024,confidence interval
2032,references
2032,predictive models
2035,distributions
2037,distributions
2037,estimation
2038,r
2038,data visualization
2038,pca
2038,biplot
2059,estimation
2059,normal distribution
2059,expectation maximization
2059,mixture
2061,teaching
2061,references
2066,confidence interval
2066,algorithms
2066,beta distribution
2067,data visualization
2067,anova
2067,mixed model
2067,standard error
2072,time series
2072,cointegration
2077,time series
2077,stationarity
2079,estimation
2085,r
2085,mixed model
2085,random effects model
2085,error message
2086,r
2086,correlation
2086,categorical data
2086,data visualization
2091,distributions
2091,probability
2091,copula
2092,distributions
2092,poisson
2092,exponential
2093,random generation
2093,normal distribution
2099,data visualization
2099,software
2104,r
2104,anova
2104,sphericity
2111,modeling
2111,regression
2111,multivariable
2111,model selection
2111,feature selection
2116,hypothesis testing
2116,data mining
2116,eda
2119,normality
2119,hypothesis testing
2119,nonparametric
2121,standard error
2121,ridge regression
2125,correlation
2125,regression
2130,mathematical statistics
2131,classification
2131,binary data
2134,r
2134,logistic
2134,panel data
2134,clogit
2140,hypothesis testing
2140,variability
2142,regression
2142,data transformation
2142,effect size
2149,bayesian
2149,particle filter
2149,kalman filter
2151,classification
2151,roc
2154,control chart
2167,machine learning
2167,kernel trick
2169,estimation
2169,finance
2169,standard error
2170,modeling
2170,regression
2170,methodology
2171,data visualization
2179,machine learning
2179,feature selection
2179,svm
2181,references
2181,multivariate analysis
2182,polling
2190,classification
2190,random forest
2197,correlation
2197,pca
2197,bootstrap
2198,probability
2213,machine learning
2213,neural networks
2213,terminology
2213,rnn
2213,topologies
2214,distributions
2214,estimation
2214,robust
2214,parametric
2219,probability
2219,games
2220,confidence interval
2220,bootstrap
2220,permutation
2230,probability
2230,random variable
2234,r
2234,regression
2234,logistic
2234,classification
2234,predictive models
2237,time series
2237,forecasting
2244,r
2244,data visualization
2244,survival
2245,causality
2248,nonparametric
2248,statistical significance
2248,discrete data
2248,scales
2256,r
2256,multidimensional scaling
2258,probability
2259,factor analysis
2259,sampling
2262,normal distribution
2264,expected value
2269,sas
2272,bayesian
2272,confidence interval
2272,frequentist
2272,credible interval
2275,probability
2290,r
2290,repeated measures
2290,power analysis
2291,machine learning
2291,references
2291,clustering
2294,modeling
2294,asymptotics
2294,markov process
2296,bayesian
2296,pca
2296,factor analysis
2298,data visualization
2298,computing
2299,meta analysis
2299,fraud
2306,machine learning
2306,classification
2306,cross validation
2306,feature selection
2306,genetics
2315,anova
2315,nonparametric
2315,software
2323,time series
2323,algorithms
2323,references
2326,r
2326,experiment design
2328,neural networks
2335,r
2335,logistic
2335,generalized linear model
2337,standardization
2343,probability
2343,algorithms
2343,stochastic processes
2344,r
2344,machine learning
2344,classification
2344,random forest
2344,microarray
2348,mcmc
2348,metropolis hastings
2350,r
2350,machine learning
2350,classification
2350,random forest
2352,classification
2352,model selection
2352,cross validation
2356,bayesian
2356,confidence interval
2358,regression
2358,multiple regression
2358,terminology
2358,multivariate regression
2370,r
2370,survival
2370,large data
2374,factor analysis
2374,scales
2374,psychometrics
2374,likert
2374,psychology
2377,data transformation
2377,random variable
2377,moments
2379,history
2384,time series
2384,forecasting
2385,data visualization
2385,large data
2390,definition
2390,interpretation
2390,kurtosis
2391,contingency tables
2391,chi squared
2391,proportion
2397,asymptotics
2397,multinomial
2401,binomial
2401,psychometrics
2401,likert
2401,psychology
2405,survey
2410,regression
2410,classification
2410,robust
2410,cart
2419,python
2419,cart
2419,boosting
2420,data visualization
2423,references
2423,mathematical statistics
2427,markov process
2427,monte carlo
2430,machine learning
2430,classification
2432,r
2432,regression
2432,curve fitting
2432,discontinuity
2432,loess
2439,experiment design
2446,correlation
2446,regression
2446,statistical significance
2446,degrees of freedom
2455,r
2455,data visualization
2457,markov process
2466,r
2466,sampling
2466,expectation maximization
2467,classification
2467,clustering
2467,factor analysis
2467,psychometrics
2469,anova
2469,multiple comparisons
2469,ancova
2476,information retrieval
2481,hypothesis testing
2481,statistical significance
2481,power
2483,confidence interval
2483,modeling
2483,model selection
2483,experiment design
2492,hypothesis testing
2492,normality
2492,philosophical
2493,error
2493,sampling
2499,kernel trick
2499,kernel smoothing
2504,hypothesis testing
2504,variance
2504,central limit theorem
2510,approximation
2513,regression
2513,standard deviation
2513,variance
2516,hypothesis testing
2516,sample size
2516,dataset
2516,large data
2537,confidence interval
2537,estimation
2537,mixed model
2537,psychometrics
2537,random effects model
2541,sample size
2541,rule of thumb
2547,mean
2547,median
2555,approximation
2559,r
2559,gpu
2559,parallel computing
2563,algorithms
2572,correlation
2573,distributions
2573,pdf
2573,histogram
2576,categorical data
2576,scales
2576,survey
2579,econometrics
2579,panel data
2580,modeling
2580,histogram
2580,kolmogorov smirnov
2580,negative binomial
2580,likelihood ratio
2585,time series
2585,data visualization
2587,distributions
2591,r
2591,variance
2591,homogeneity
2592,r
2592,pca
2597,clustering
2598,probability
2602,correlation
2602,statistical significance
2611,modeling
2611,confidence interval
2611,mixed model
2611,data imputation
2613,hypothesis testing
2613,nonparametric
2615,correlation
2617,distributions
2617,algorithms
2617,data transformation
2619,categorical data
2619,continuous data
2623,time series
2623,autocorrelation
2623,box jenkins
2628,hypothesis testing
2628,population
2628,sampling
2631,clustering
2635,bayesian
2639,distributions
2639,confidence interval
2639,multiple comparisons
2639,matlab
2641,probability
2641,likelihood
2648,time series
2648,proportion
2648,discontinuity
2650,model selection
2650,econometrics
2650,panel data
2661,regression
2661,residuals
2667,discrete data
2667,continuous data
2667,entropy
2670,probability
2670,confidence interval
2670,binomial
2675,survival
2679,poisson
2684,hypothesis testing
2684,anova
2686,time series
2686,finance
2686,count data
2688,regression
2688,bootstrap
2688,heteroscedasticity
2689,rating
2691,pca
2691,intuition
2691,eigenvalues
2711,machine learning
2711,model selection
2715,modeling
2715,eda
2715,rule of thumb
2717,clustering
2726,r
2726,data visualization
2728,r
2728,clustering
2728,model selection
2730,anova
2730,references
2730,ancova
2739,machine learning
2742,pca
2742,factor analysis
2742,factor rotation
2743,spss
2743,meta analysis
2743,stata
2743,effect size
2743,cohens d
2746,random generation
2746,correlation matrix
2748,regression
2748,survival
2748,frailty
2764,meta analysis
2764,cohens d
2764,odds ratio
2768,validation
2770,references
2770,teaching
2770,clinical trials
2772,pca
2772,econometrics
2777,repeated measures
2777,random effects model
2777,latent class
2787,sample size
2787,hypothesis testing
2788,multilevel analysis
2794,regression
2794,statistical significance
2794,robust
2806,pca
2806,algorithms
2806,performance
2806,high dimensional
2819,correlation
2819,multiple comparisons
2819,statistical significance
2819,genetics
2823,references
2823,theory
2823,survey
2824,hypothesis testing
2824,anova
2824,nonparametric
2824,goodness of fit
2824,heteroscedasticity
2828,model selection
2844,r
2844,pca
2846,r
2846,data visualization
2849,econometrics
2849,causality
2849,panel data
2852,r
2852,hypothesis testing
2854,r
2854,bootstrap
2854,heteroscedasticity
2854,ggplot2
2860,machine learning
2860,pca
2860,dimensionality reduction
2863,correlation
2863,factor analysis
2863,reliability
2875,k nearest neighbour
2875,recommender system
2886,survey
2886,missing data
2891,data visualization
2891,multiple comparisons
2891,count data
2891,logit
2891,proportion
2892,distributions
2892,correlation
2893,distributions
2893,moments
2894,estimation
2894,sample size
2904,matlab
2904,stata
2904,maximum likelihood
2904,optimization
2906,distributions
2906,modeling
2906,random variable
2909,finance
2909,code
2909,cdf
2910,project management
2914,regression
2914,multivariate analysis
2915,modeling
2915,regression
2915,multilevel analysis
2917,multiple comparisons
2917,variance
2917,data transformation
2917,meta analysis
2918,data visualization
2918,qq plot
2918,lorenz curve
2925,random variable
2932,random variable
2934,distributions
2938,distributions
2938,qq plot
2948,clustering
2948,data visualization
2948,networks
2948,partitioning
2948,modularity
2950,r
2950,k nearest neighbour
2956,r
2956,anova
2956,code
2956,likelihood ratio
2957,regression
2957,unbiased estimator
2958,distributions
2958,standard deviation
2958,logarithm
2962,r
2962,anova
2962,effect size
2962,split plot
2966,time series
2966,bayesian
2966,latent variable
2966,isotonic
2971,model selection
2971,cross validation
2972,random generation
2972,matrix
2975,time series
2975,data visualization
2975,variance
2975,normalization
2976,correlation
2976,clustering
2976,correlation matrix
2981,clustering
2981,networks
2981,partitioning
2981,igraph
2981,modularity
2982,multivariate analysis
2982,lasso
2982,feature selection
2982,genetics
2988,logistic
2988,sample size
3001,standard deviation
3001,logarithm
3001,quantiles
3001,self study
3006,factor analysis
3006,independence
3024,count data
3024,poisson regression
3031,r
3038,hypothesis testing
3038,t test
3038,equivalence
3048,r
3048,clustering
3048,dimensionality reduction
3051,r
3052,r
3052,distributions
3052,statistical significance
3052,data visualization
3059,bootstrap
3061,correlation
3062,correlation
3064,repeated measures
3069,matlab
3069,python
3080,hypothesis testing
3080,clinical trials
3082,permutation
3082,randomness
3086,correlation
3086,factor analysis
3086,psychometrics
3086,psychology
3091,hypothesis testing
3091,regression
3091,logistic
3100,regression
3100,curve fitting
3100,nonlinear regression
3101,causality
3101,inference
3104,teaching
3105,stochastic processes
3109,machine learning
3112,confidence interval
3112,relative risk
3113,nonparametric
3113,sample size
3115,r
3115,statistical significance
3115,cross correlation
3117,machine learning
3119,classification
3119,data transformation
3119,scales
3119,eda
3121,sample size
3121,experiment design
3130,estimation
3136,r
3136,distributions
3136,normality
3140,cross validation
3140,matlab
3143,r
3143,regression
3143,contrasts
3147,model comparison
3156,confidence interval
3156,multiple comparisons
3156,mean
3158,data visualization
3165,r
3165,data visualization
3167,data visualization
3171,statistical significance
3171,polling
3173,categorical data
3173,mixed model
3173,log linear
3175,distributions
3175,multiple comparisons
3175,matlab
3175,pdf
3175,data visualization
3176,regression
3176,cross section
3179,r
3179,data visualization
3179,large data
3179,eda
3180,scales
3180,missing data
3180,data imputation
3181,r
3181,time series
3193,time series
3193,data visualization
3194,hypothesis testing
3194,chi squared
3194,goodness of fit
3194,uniform
3194,dice
3199,clustering
3200,regression
3200,multivariate analysis
3200,predictive models
3200,multiple regression
3200,multiple comparisons
3201,rating
3201,valuation
3207,r
3207,standard deviation
3207,variance
3207,meta analysis
3212,r
3214,estimation
3214,survival
3214,variability
3215,distributions
3215,normal distribution
3215,circular statistics
3221,r
3221,data visualization
3232,time series
3232,epidemiology
3232,monitoring
3235,r
3238,r
3238,time series
3238,clustering
3238,cointegration
3242,goodness of fit
3242,power law
3244,software
3244,computational statistics
3249,time series
3249,seasonality
3252,multiple comparisons
3252,epidemiology
3252,small sample
3252,eda
3259,epidemiology
3259,roc
3260,multiple comparisons
3260,multivariate analysis
3261,regression
3261,algorithms
3261,missing data
3261,covariance matrix
3262,teaching
3268,data visualization
3268,networks
3270,interpretation
3270,correspondence analysis
3270,biplot
3271,r
3271,machine learning
3271,clustering
3271,microarray
3275,probability
3275,games
3275,multinomial
3276,bayesian
3276,estimation
3276,mean
3281,references
3281,fractal
3286,r
3286,distributions
3287,r
3287,biplot
3287,correspondence analysis
3291,references
3291,puzzle
3294,references
3294,markov process
3294,hidden markov model
3294,bioinformatics
3296,hypothesis testing
3296,logistic
3296,modeling
3296,outliers
3296,large data
3307,correlation
3307,fractal
3309,distributions
3309,maximum
3309,normal distribution
3313,r
3313,splus
3316,time series
3316,classification
3324,regression
3324,stata
3324,instrumental variables
3328,r
3328,bayesian
3328,mcmc
3328,k nearest neighbour
3328,mode
3331,r
3331,time series
3331,clustering
3333,r
3333,bayesian
3337,time series
3337,machine learning
3337,cross validation
3338,data visualization
3338,model comparison
3338,genetic algorithms
3342,r
3342,histogram
3352,modeling
3352,bayesian
3352,multilevel analysis
3359,distributions
3359,beta distribution
3362,econometrics
3362,survey
3362,causality
3362,panel data
3364,r
3364,data visualization
3364,psychometrics
3368,time series
3372,algorithms
3372,median
3372,quantiles
3377,algorithms
3377,quantiles
3377,online
3377,large data
3380,machine learning
3380,feature selection
3380,bioinformatics
3381,smoothing
3381,histogram
3383,anova
3383,mean
3383,repeated measures
3386,logistic
3386,categorical data
3386,spss
3386,ordinal
3390,distributions
3390,finance
3390,quantiles
3390,empirical
3392,software
3392,computational statistics
3392,excel
3395,clustering
3395,smoothing
3395,matlab
3395,spatial
3395,autocorrelation
3400,causality
3400,propensity scores
3402,standard deviation
3402,sample size
3402,binomial
3402,standard error
3407,time series
3407,smoothing
3407,signal processing
3407,java
3412,r
3412,mixed model
3412,model selection
3413,references
3413,fractal
3419,clustering
3419,biostatistics
3423,data visualization
3425,r
3425,text mining
3438,python
3438,normal distribution
3445,r
3445,correlation
3445,genetics
3446,r
3446,python
3446,gpu
3458,r
3458,machine learning
3458,classification
3458,cart
3460,journals
3460,referee
3463,r
3463,time series
3463,correlation
3466,anova
3466,ancova
3466,clinical trials
3466,change scores
3471,splus
3474,self study
3474,marginal
3474,multivariable
3476,python
3476,matplotlib
3479,clustering
3479,discriminant analysis
3484,sas
3484,careers
3489,bioinformatics
3496,bayesian
3497,r
3497,regression
3497,large data
3497,bootstrap
3504,anova
3504,multiple comparisons
3504,interpretation
3511,logistic
3511,algorithms
3511,lasso
3511,feature selection
3511,generalized linear model
3514,normality
3516,binomial
3516,assumptions
3519,r
3519,matlab
3519,monte carlo
3520,bayesian
3520,basic concepts
3526,multiple comparisons
3526,chi squared
3531,r
3531,bayesian
3531,mcmc
3532,r
3532,random generation
3532,parallel computing
3532,multicore
3537,anova
3537,experiment design
3537,split plot
3539,reliability
3539,psychometrics
3539,inter rater
3539,kappa
3542,tables
